category,sl.no.,ministry/department,scheme,actuals_2021_2022_revenue,actuals_2021_2022_capital,actuals_2021_2022_total,budget_estimates_2022_2023_revenue,budget_estimates_2022_2023_capital,budget_estimates_2022_2023_total,revised_estimates2022_2023_revenue,revised_estimates_2022_2023_capital,revised_estimates2022_2023_total,budget_estimates2023_2024_revenue,budget_estimates2023_2024_capital,budget_estimates2023_2024_total,validated_total_2021_2022,validated_total_2021_2022_check
Demand No. 46,190.03,Department of Health and Family Welfare,"RCH Flexible Pool including Routine Immunization Programme, Pulse Polio Immunization Programme, National Iodine Deficincy Disorders Control Programme etc. (Support from National Investment Funds)",1300.85,0.0,1300.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.85,True
Demand No. 46,190.04,Department of Health and Family Welfare,Flexible Pool for Coomunicable Diseases,456.82,0.0,456.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.82,True
Demand No. 46,190.05,Department of Health and Family Welfare,Ayushman Bharat - Health and Wellness Centres(Support from PMSSN),343.72,0.0,343.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.72,True
Demand No. 46,0,Department of Health and Family Welfare,Total-National Rural Health Mission,4844.03,0.0,4844.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4844.03,True
Demand No. 46,191,Department of Health and Family Welfare,National Urban Health Mission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 46,191.01,Department of Health and Family Welfare,Other Health System for activities covered under NUHM (NIF),62.01,0.0,62.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.01,True
Demand No. 46,191.02,Department of Health and Family Welfare,Ayushman Bharat- Health and Wellness Centres (NIF),20.68,0.0,20.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68,True
Demand No. 46,0,Department of Health and Family Welfare,Total-National Urban Health Mission,82.69,0.0,82.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.69,True
Demand No. 46,192,Department of Health and Family Welfare,Strengthening of State Drug Regulatory System,13.67,0.0,13.67,18.0,0.0,18.0,7.0,0.0,7.0,13.0,0.0,13.0,13.67,True
Demand No. 46,193,Department of Health and Family Welfare,Tertiary Care Programme,30.28,0.0,30.28,53.3,0.0,53.3,14.74,0.0,14.74,19.86,0.0,19.86,30.28,True
Demand No. 53,0,Chandigarh,Total,2.1,0.0,2.1,0.0,0.0,0.0,2.82,0.0,2.82,3.01,0.0,3.01,2.1,True
Demand No. 53,194,Chandigarh,Other Establishment,1.78,0.0,1.78,0.0,0.0,0.0,2.41,0.0,2.41,2.27,0.0,2.27,1.78,True
Demand No. 53,195,Chandigarh,Schemes of UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 53,195.01,Chandigarh,Other Schemes,0.32,0.0,0.32,0.0,0.0,0.0,0.41,0.0,0.41,0.74,0.0,0.74,0.32,True
Demand No. 60,0,Ministry of Housing and Urban Affairs,Total,2130.79,0.0,2130.79,2549.54,0.0,2549.54,3273.44,0.0,3273.44,4162.01,0.0,4162.01,2130.79,True
Demand No. 60,196,Ministry of Housing and Urban Affairs,Deendayal Antyodaya Yojana-National Urban Livelihood Mission (DAY-NULM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 60,196.01,Ministry of Housing and Urban Affairs,States/UTs Component,183.06,0.0,183.06,186.54,0.0,186.54,110.44,0.0,110.44,0.0,0.0,0.0,183.06,True
Demand No. 60,197,Ministry of Housing and Urban Affairs,PMAY-Urban (Schemes financed from Central Road and Infrastructure Fund),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 60,197.01,Ministry of Housing and Urban Affairs,Other items of States/UTs Component,1947.73,0.0,1947.73,2363.0,0.0,2363.0,3163.0,0.0,3163.0,4162.01,0.0,4162.01,1947.73,True
Demand No. 63,0,Department of Drinking Water and Sanitation,Total,9236.62,0.0,9236.62,14555.0,0.0,14555.0,12972.75,0.0,12972.75,16754.9,0.0,16754.9,9236.62,True
Demand No. 63,198,Department of Drinking Water and Sanitation,SBM-Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 63,198.01,Department of Drinking Water and Sanitation,Programme Component,410.32,0.0,410.32,1355.0,0.0,1355.0,872.75,0.0,872.75,1354.9,0.0,1354.9,410.32,True
Demand No. 63,199,Department of Drinking Water and Sanitation,Jal Jeevan Mission (JJM) / National Rural Drinking Water Mission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 63,199.01,Department of Drinking Water and Sanitation,Jal Jeevan Mission  / National Rural Drinking Water Programme-Programme Component,8826.3,0.0,8826.3,13200.0,0.0,13200.0,12100.0,0.0,12100.0,15400.0,0.0,15400.0,8826.3,True
Demand No. 64,0,Ministry of Labour and Employment,Total,3779.84,0.0,3779.84,2682.42,0.0,2682.42,2549.51,0.0,2549.51,2064.19,0.0,2064.19,3779.84,True
Demand No. 64,200,Ministry of Labour and Employment,Labour and Employment Statistical System (LESS),0.24,0.0,0.24,14.28,0.0,14.28,11.0,0.0,11.0,9.8,0.0,9.8,0.24,True
Demand No. 64,201,Ministry of Labour and Employment,"Employees Pension Scheme, 1995",3066.17,0.0,3066.17,1408.51,0.0,1408.51,1408.51,0.0,1408.51,1522.0,0.0,1522.0,3066.17,True
Demand No. 64,202,Ministry of Labour and Employment,Social Security for Plantation Workers in Assam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,True
Demand No. 64,203,Ministry of Labour and Employment,National Child Labour Project including grants in aid to voluntary agencies and reimbursement of assistance to bonded labour,0.5,0.0,0.5,4.98,0.0,4.98,4.98,0.0,4.98,3.32,0.0,3.32,0.5,True
Demand No. 64,204,Ministry of Labour and Employment,Aatmanirbhar Bharat Rojgar Yojana,522.9,0.0,522.9,1062.4,0.0,1062.4,958.04,0.0,958.04,384.24,0.0,384.24,522.9,True
Demand No. 64,205,Ministry of Labour and Employment,Pradhan Mantri Shram Yogi Maandhan,66.4,0.0,66.4,58.1,0.0,58.1,58.1,0.0,58.1,58.1,0.0,58.1,66.4,True
Demand No. 64,206,Ministry of Labour and Employment,Pradhan Mantri Karam Yogi Maandhan,0.0,0.0,0.0,8.3,0.0,8.3,3.0,0.0,3.0,0.5,0.0,0.5,0.0,True
Demand No. 64,207,Ministry of Labour and Employment,National database for Unorganized Workers,41.5,0.0,41.5,83.0,0.0,83.0,66.0,0.0,66.0,50.0,0.0,50.0,41.5,True
Demand No. 64,208,Ministry of Labour and Employment,Central Board for Workers Education,18.21,0.0,18.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.21,True
Demand No. 64,209,Ministry of Labour and Employment,National Labour Institute,1.89,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,True
Demand No. 64,210,Ministry of Labour and Employment,Employment Generation Programs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 64,210.01,Ministry of Labour and Employment,National Career Services,5.3,0.0,5.3,8.47,0.0,8.47,5.5,0.0,5.5,0.0,0.0,0.0,5.3,True
Demand No. 64,210.02,Ministry of Labour and Employment,Pradhan Mantri Rojgar Protsahan Yojna,41.48,0.0,41.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.48,True
Demand No. 64,210.03,Ministry of Labour and Employment,"Coaching and Guidance for SC,ST and other Backward Classes",9.72,0.0,9.72,14.5,0.0,14.5,14.5,0.0,14.5,0.0,0.0,0.0,9.72,True
Demand No. 64,0,Ministry of Labour and Employment,Total-Employment Generation Programs,56.5,0.0,56.5,22.97,0.0,22.97,20.0,0.0,20.0,0.0,0.0,0.0,56.5,True
Demand No. 64,211,Ministry of Labour and Employment,Labour Welfare Scheme,5.53,0.0,5.53,19.88,0.0,19.88,19.88,0.0,19.88,12.45,0.0,12.45,5.53,True
Demand No. 64,212,Ministry of Labour and Employment,"Coaching and Guidance for SC,ST and Other Backward Classes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,15.25,0.0,True
Demand No. 64,213,Ministry of Labour and Employment,National Career Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,True
Demand No. 68,0,"Ministry of Micro, Small and Medium Enterprises",Total,2474.12,55.35,2529.47,3209.97,82.0,3291.97,3080.41,82.0,3162.41,3545.29,95.8,3641.09,2529.47,True
Demand No. 68,214,"Ministry of Micro, Small and Medium Enterprises",Infrastructure Development and Capacity Building.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 68,214.01,"Ministry of Micro, Small and Medium Enterprises",Tool Rooms & Technical Institutions ,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,True
Demand No. 68,215,"Ministry of Micro, Small and Medium Enterprises",MSME Champions Scheme,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,1.89,0.2,0.0,0.2,0.0,True
Demand No. 68,216,"Ministry of Micro, Small and Medium Enterprises",Solar Charkha Mission,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 68,217,"Ministry of Micro, Small and Medium Enterprises",Scheme for Fund for Regeneration of Traditional Industries (SFURTI),50.83,0.0,50.83,49.54,0.0,49.54,0.0,0.0,0.0,46.48,0.0,46.48,50.83,True
Demand No. 68,218,"Ministry of Micro, Small and Medium Enterprises",Coir Vikas Yojana,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.46,0.0,0.46,0.5,True
Demand No. 68,219,"Ministry of Micro, Small and Medium Enterprises","ASPIRE (Promotion of Innovation, Rural Industry and Entrepreneurship)",0.0,0.0,0.0,2.98,0.0,2.98,0.0,0.0,0.0,3.69,0.0,3.69,0.0,True
Demand No. 68,220,"Ministry of Micro, Small and Medium Enterprises",Interest Subvention Scheme for Incremental Credit to MSMEs,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 68,221,"Ministry of Micro, Small and Medium Enterprises",Prime Minister Employment Generation Programme (PMEGP),598.44,0.0,598.44,406.7,0.0,406.7,406.7,0.0,406.7,693.2,0.0,693.2,598.44,True
Demand No. 68,222,"Ministry of Micro, Small and Medium Enterprises",Credit Support Programme,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02,120.02,0.0,120.02,0.0,True
Demand No. 68,223,"Ministry of Micro, Small and Medium Enterprises",Procurement and Marketing Support Scheme,0.0,0.0,0.0,0.39,0.0,0.39,0.2,0.0,0.2,14.01,0.0,14.01,0.0,True
Demand No. 68,224,"Ministry of Micro, Small and Medium Enterprises",International Cooperation Scheme,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,True
Demand No. 68,225,"Ministry of Micro, Small and Medium Enterprises",Promotional Services Institutions and Programme,0.0,0.0,0.0,6.64,0.0,6.64,6.64,0.0,6.64,0.0,0.0,0.0,0.0,True
Demand No. 68,226,"Ministry of Micro, Small and Medium Enterprises",Infrastructure Development and Capacity Building,0.0,0.0,0.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 68,227,"Ministry of Micro, Small and Medium Enterprises",Database Research Evaluation and Other Office Support Programme,0.0,0.0,0.0,0.02,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,True
Demand No. 68,228,"Ministry of Micro, Small and Medium Enterprises",Gramodyog Vikas Yojana,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True
Demand No. 68,229,"Ministry of Micro, Small and Medium Enterprises",Khadi Vikas Yojana,45.54,0.0,45.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.54,True
Demand No. 68,230,"Ministry of Micro, Small and Medium Enterprises",Fund of Funds,0.0,55.35,55.35,0.0,82.0,82.0,0.0,82.0,82.0,0.0,95.8,95.8,55.35,True
Demand No. 68,231,"Ministry of Micro, Small and Medium Enterprises",Distressed Assets Fund,0.0,0.0,0.0,20.0,0.0,20.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,True
Demand No. 68,232,"Ministry of Micro, Small and Medium Enterprises",Guarantee Emergency Credit Line (GECL) facility to eligible MSME borrowers,1680.0,0.0,1680.0,2520.0,0.0,2520.0,2520.0,0.0,2520.0,2480.0,0.0,2480.0,1680.0,True
Demand No. 68,233,"Ministry of Micro, Small and Medium Enterprises",National Schedule Caste/Schedule Tribe Hub Centre,70.27,0.0,70.27,100.0,0.0,100.0,56.5,0.0,56.5,60.0,0.0,60.0,70.27,True
Demand No. 68,234,"Ministry of Micro, Small and Medium Enterprises",Infrastructure Development and Capacity Building- EAP Component,19.54,0.0,19.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.54,True
Demand No. 68,235,"Ministry of Micro, Small and Medium Enterprises",Khadi Gramodyog Vikas Yojana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 68,235.01,"Ministry of Micro, Small and Medium Enterprises",Khadi Vikas Yojana,0.0,0.0,0.0,45.54,0.0,45.54,45.54,0.0,45.54,75.41,0.0,75.41,0.0,True
Demand No. 68,235.02,"Ministry of Micro, Small and Medium Enterprises",Gramodyog Vikas Yojana,0.0,0.0,0.0,12.22,0.0,12.22,12.0,0.0,12.0,7.11,0.0,7.11,0.0,True
Demand No. 68,0,"Ministry of Micro, Small and Medium Enterprises",Total-Khadi Gramodyog Vikas Yojana,0.0,0.0,0.0,57.76,0.0,57.76,57.54,0.0,57.54,82.52,0.0,82.52,0.0,True
Demand No. 68,236,"Ministry of Micro, Small and Medium Enterprises","Studies, Publicity & International Cooperation (SPIC)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.0,True
Demand No. 68,237,"Ministry of Micro, Small and Medium Enterprises",Credit Linked Capital Subsidy (CLCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,True
Demand No. 68,238,"Ministry of Micro, Small and Medium Enterprises",Tool Rooms & Technical Institutions (TR/TIs),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,True
Demand No. 68,239,"Ministry of Micro, Small and Medium Enterprises",Entrepreneurship cum Skill Development Programme (ESDP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.28,0.0,13.28,0.0,True
Demand No. 69,0,Ministry of Mines,Total,31.54,0.0,31.54,32.45,0.0,32.45,32.45,0.0,32.45,35.24,0.0,35.24,31.54,True
Demand No. 69,240,Ministry of Mines,Geological Survey of India,31.54,0.0,31.54,31.1,0.0,31.1,32.45,0.0,32.45,33.5,0.0,33.5,31.54,True
Demand No. 69,241,Ministry of Mines,Indian Bureau of Mines,0.0,0.0,0.0,1.35,0.0,1.35,0.0,0.0,0.0,1.74,0.0,1.74,0.0,True
Demand No. 71,0,Ministry of New and Renewable Energy,Total,220.65,0.0,220.65,364.0,0.0,364.0,551.0,0.0,551.0,799.0,0.0,799.0,220.65,True
Demand No. 71,242,Ministry of New and Renewable Energy,Kisan Urja Suraksha evam Utthaan Mahabhiyan (KUSUM ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 71,242.01,Ministry of New and Renewable Energy,Programme Component,18.32,0.0,18.32,0.0,0.0,0.0,150.0,0.0,150.0,201.0,0.0,201.0,18.32,True
Demand No. 71,243,Ministry of New and Renewable Energy,Solar Power (Grid),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 71,243.01,Ministry of New and Renewable Energy,Programme Component,51.33,0.0,51.33,0.0,0.0,0.0,204.0,0.0,204.0,428.0,0.0,428.0,51.33,True
Demand No. 71,244,Ministry of New and Renewable Energy,Wind Power (Grid),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 71,244.01,Ministry of New and Renewable Energy,Programme Component,150.0,0.0,150.0,0.0,0.0,0.0,167.0,0.0,167.0,130.0,0.0,130.0,150.0,True
Demand No. 71,245,Ministry of New and Renewable Energy,Green Energy Corridor,1.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,30.0,40.0,0.0,40.0,1.0,True
Demand No. 71,246,Ministry of New and Renewable Energy,Wind Power,0.0,0.0,0.0,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 71,247,Ministry of New and Renewable Energy,Solar Power,0.0,0.0,0.0,180.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 71,248,Ministry of New and Renewable Energy,Green Energy Corridors,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 71,249,Ministry of New and Renewable Energy,Biogas Programme,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 71,250,Ministry of New and Renewable Energy,Kisan Urja Suraksha evam Utthaan Mahabhiyan (KUSUM),0.0,0.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 71,251,Ministry of New and Renewable Energy,Human Resources Development and Training,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 72,0,Ministry of Panchayati Raj,Total,198.44,0.0,198.44,138.8,0.0,138.8,144.8,0.0,144.8,161.2,0.0,161.2,198.44,True
Demand No. 72,252,Ministry of Panchayati Raj,Rashtriya Gram Swaraj Abhiyan (RGSA),198.44,0.0,198.44,138.8,0.0,138.8,144.8,0.0,144.8,161.2,0.0,161.2,198.44,True
Demand No. 76,0,Ministry of Petroleum and Natural Gas,Total,177.04,0.0,177.04,469.0,0.0,469.0,747.08,0.0,747.08,150.48,0.0,150.48,177.04,True
Demand No. 76,253,Ministry of Petroleum and Natural Gas,Direct Benefit Transfer - LPG,14.7,0.0,14.7,332.0,0.0,332.0,14.94,0.0,14.94,14.94,0.0,14.94,14.7,True
Demand No. 76,254,Ministry of Petroleum and Natural Gas,LPG Connection to Poor Households,130.34,0.0,130.34,70.0,0.0,70.0,664.83,0.0,664.83,0.0,0.0,0.0,130.34,True
Demand No. 76,255,Ministry of Petroleum and Natural Gas,Other subsidy payable including for North Eastern Region,32.0,0.0,32.0,67.0,0.0,67.0,67.31,0.0,67.31,135.54,0.0,135.54,32.0,True
Demand No. 79,0,Ministry of Power,Total,0.0,0.0,0.0,1246.25,0.0,1246.25,678.92,0.0,678.92,2042.41,0.0,2042.41,0.0,True
Demand No. 79,256,Ministry of Power,Reform Linked Distribution Scheme,0.0,0.0,0.0,1246.25,0.0,1246.25,678.92,0.0,678.92,2042.41,0.0,2042.41,0.0,True
Demand No. 87,0,Department of Rural Development,Total,22605.46,0.0,22605.46,25437.67,0.0,25437.67,25834.16,0.0,25834.16,29391.43,0.0,29391.43,22605.46,True
Demand No. 87,257,Department of Rural Development,Indira Gandhi National Old Age Pension Scheme (IGNOAPS),1218.02,0.0,1218.02,1282.59,0.0,1282.59,1289.96,0.0,1289.96,0.0,0.0,0.0,1218.02,True
Demand No. 87,258,Department of Rural Development,Indira Gandhi National Widow Pension Scheme(IGNWPS),329.19,0.0,329.19,366.69,0.0,366.69,366.69,0.0,366.69,0.0,0.0,0.0,329.19,True
Demand No. 87,259,Department of Rural Development,Indira Gandhi National Disability Pension Scheme(IGNDPS),21.24,0.0,21.24,37.57,0.0,37.57,37.57,0.0,37.57,0.0,0.0,0.0,21.24,True
Demand No. 87,260,Department of Rural Development,National Family Benefit Scheme,19.11,0.0,19.11,35.69,0.0,35.69,35.69,0.0,35.69,0.0,0.0,0.0,19.11,True
Demand No. 87,261,Department of Rural Development,MGNREGA-Programme Component,13772.11,0.0,13772.11,15380.88,0.0,15380.88,15770.0,0.0,15770.0,10500.0,0.0,10500.0,13772.11,True
Demand No. 87,262,Department of Rural Development,Pradhan Mantri Awas Yojna (PMAY)- Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 87,262.01,Department of Rural Development,PMAY- Programme Component ,4905.04,0.0,4905.04,5000.13,0.0,5000.13,5000.13,0.0,5000.13,13623.77,0.0,13623.77,4905.04,True
Demand No. 87,263,Department of Rural Development,National Rural Livelihood Mission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 87,263.01,Department of Rural Development,NRLM-Programme Component,2340.75,0.0,2340.75,3334.12,0.0,3334.12,3334.12,0.0,3334.12,3532.29,0.0,3532.29,2340.75,True
Demand No. 87,264,Department of Rural Development,National Social Assistance Progamme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 87,264.01,Department of Rural Development,Indira Gandhi National Old Age Pension Scheme (IGNOAPS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.27,0.0,1296.27,0.0,True
Demand No. 87,264.02,Department of Rural Development,National Family Benefit Scheme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.84,0.0,34.84,0.0,True
Demand No. 87,264.03,Department of Rural Development,Indira Gandhi National Widow Pension Scheme(IGNWPS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.69,0.0,366.69,0.0,True
Demand No. 87,264.04,Department of Rural Development,Indira Gandhi National Disability Pension Scheme(IGNDPS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.57,0.0,37.57,0.0,True
Demand No. 87,0,Department of Rural Development,Total-National Social Assistance Progamme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1735.37,0.0,1735.37,0.0,True
Demand No. 88,0,Department of Land Resources,Total,256.29,0.0,256.29,379.02,0.0,379.02,205.72,0.0,205.72,397.87,0.0,397.87,256.29,True
Demand No. 88,265,Department of Land Resources,Land Records Modernization Programme,41.9,0.0,41.9,39.72,0.0,39.72,39.72,0.0,39.72,32.67,0.0,32.67,41.9,True
Demand No. 88,266,Department of Land Resources,Integrated Watershed Development Program,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 88,266.01,Department of Land Resources,Programme Component,214.39,0.0,214.39,339.3,0.0,339.3,166.0,0.0,166.0,0.0,0.0,0.0,214.39,True
Demand No. 88,267,Department of Land Resources,Watershed Development Component-Pradhan Mantri Krishi Sinchai Yojana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 88,267.01,Department of Land Resources,Programme Component,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.2,0.0,365.2,0.0,True
Demand No. 89,0,Department of Science and Technology,Total,173.27,0.0,173.27,240.15,0.0,240.15,159.75,0.0,159.75,230.5,0.0,230.5,173.27,True
Demand No. 89,268,Department of Science and Technology,Science and Technology Institutional and Human Capacity Building,18.22,0.0,18.22,30.0,0.0,30.0,32.0,0.0,32.0,29.5,0.0,29.5,18.22,True
Demand No. 89,269,Department of Science and Technology,Research and Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,10.5,0.0,True
Demand No. 89,270,Department of Science and Technology,"Innovation, Technology Development and Deployment",95.05,0.0,95.05,118.15,0.0,118.15,42.75,0.0,42.75,98.5,0.0,98.5,95.05,True
Demand No. 89,271,Department of Science and Technology,Science and Engineering Research Board,60.0,0.0,60.0,52.0,0.0,52.0,52.0,0.0,52.0,52.0,0.0,52.0,60.0,True
Demand No. 89,272,Department of Science and Technology,National Mission on Interdisciplinary Cyber Physical Systems,0.0,0.0,0.0,40.0,0.0,40.0,33.0,0.0,33.0,40.0,0.0,40.0,0.0,True
Demand No. 92,0,Ministry of Skill Development and Entrepreneurship,Total,279.87,0.0,279.87,393.73,0.02,393.75,235.57,0.0,235.57,484.17,0.0,484.17,279.87,True
Demand No. 92,273,Ministry of Skill Development and Entrepreneurship,Pradhan Mantri Kaushal Vikas Yojana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 92,273.01,Ministry of Skill Development and Entrepreneurship,Development of Entrepreneurship ,0.7,0.0,0.7,7.47,0.0,7.47,0.9,0.0,0.9,0.0,0.0,0.0,0.7,True
Demand No. 92,273.02,Ministry of Skill Development and Entrepreneurship,Development of Skills,178.4,0.0,178.4,243.93,0.0,243.93,141.36,0.0,141.36,0.0,0.0,0.0,178.4,True
Demand No. 92,273.03,Ministry of Skill Development and Entrepreneurship,Strengthing of Infrastructure for Institutional Training ,21.8,0.0,21.8,18.27,0.0,18.27,8.32,0.0,8.32,0.0,0.0,0.0,21.8,True
Demand No. 92,273.04,Ministry of Skill Development and Entrepreneurship,Strengthening of Skill Institutions,0.85,0.0,0.85,2.96,0.02,2.98,1.89,0.0,1.89,0.0,0.0,0.0,0.85,True
Demand No. 92,273.05,Ministry of Skill Development and Entrepreneurship,Promotion of Apprenticeship,38.31,0.0,38.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.31,True
Demand No. 92,273.06,Ministry of Skill Development and Entrepreneurship,Skill Aquistion and Knowledge Awareness for Livelihhod Promotion,21.7,0.0,21.7,44.82,0.0,44.82,31.03,0.0,31.03,0.0,0.0,0.0,21.7,True
Demand No. 92,273.07,Ministry of Skill Development and Entrepreneurship,Skill Strengthing for Industrial Value Enhancements,18.11,0.0,18.11,50.88,0.0,50.88,19.2,0.0,19.2,0.0,0.0,0.0,18.11,True
Demand No. 92,273.08,Ministry of Skill Development and Entrepreneurship,National Apprenticeship Promotion Scheme,0.0,0.0,0.0,25.4,0.0,25.4,32.87,0.0,32.87,0.0,0.0,0.0,0.0,True
Demand No. 92,0,Ministry of Skill Development and Entrepreneurship,Total-Pradhan Mantri Kaushal Vikas Yojana,279.87,0.0,279.87,393.73,0.02,393.75,235.57,0.0,235.57,0.0,0.0,0.0,279.87,True
Demand No. 92,274,Ministry of Skill Development and Entrepreneurship,Skill Acquisition and Knowledge Awareness for Livelihood Promotion (SANKALP) - EAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.92,0.0,72.92,0.0,True
Demand No. 92,275,Ministry of Skill Development and Entrepreneurship,Skill Strengthening for Industrial Value Enhancements (STRIVE) - EAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.73,0.0,49.73,0.0,True
Demand No. 92,276,Ministry of Skill Development and Entrepreneurship,Strengthening of Infrastructure for Institutional Training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53,0.0,12.53,0.0,True
Demand No. 92,277,Ministry of Skill Development and Entrepreneurship,Skill India Programme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.99,0.0,348.99,0.0,True
